"id","batch_id","student_id","coach_id","date","status","check_in","check_out","marked_by","session_period","remarks"
"at_00211","b_tts_int_c5","st_siddharth_dsouza","coach-1","2026-07-30","PRESENT","06:00","08:00","coach_anil","full_day",""
"at_00212","b_tts_int_c5","st_vivaan_mehra","coach-1","2026-07-30","PRESENT","06:00","08:00","coach_anil","full_day",""
"at_00213","b_tts_int_c5","st_kimaya_katyal","coach-1","2026-07-30","PRESENT","06:00","08:00","coach_anil","full_day",""
"at_00214","b_tts_green_c5","st_inez_mehra","coach-1","2026-07-30","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00215","b_tts_green_c5","st_vrahad_arora","coach-1","2026-07-30","LATE","06:00","08:00","coach_karan","full_day",""
"at_00216","b_tts_green_c5","st_aksania_atal","coach-1","2026-07-30","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00217","b_tts_green_c5","st_arjun_shah","coach-1","2026-07-30","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00218","b_tts_green_c5","st_shivya_poddar","coach-1","2026-07-30","LATE","06:00","08:00","coach_karan","full_day",""
"at_00219","b_tts_green_c5","st_ayaan_sheth","coach-1","2026-07-30","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00220","b_tts_green_c5","st_arhaan_sanghvi","coach-1","2026-07-30","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00221","b_tts_green_c5","st_ananya_rajani","coach-1","2026-07-30","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00222","b_tts_green_c5","st_vivaan_oza","coach-1","2026-07-30","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00223","b_tts_green_c5","st_vihaan_vasant","coach-1","2026-07-30","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00224","b_tts_green_c6","st_amara_yalla","coach-1","2026-07-30","PRESENT","06:00","08:00","coach_karim","full_day",""
"at_00225","b_tts_green_c6","st_ahaan_kewalramani","coach-1","2026-07-30","PRESENT","06:00","08:00","coach_karim","full_day",""
"at_00226","b_tts_green_c6","st_viana_shah","coach-1","2026-07-30","PRESENT","06:00","08:00","coach_karim","full_day",""
"at_00227","b_tts_red_c6","st_ivana_ganeriwal","coach-1","2026-07-30","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00228","b_tts_red_c6","st_kavir_chopra","coach-1","2026-07-30","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00229","b_tts_red_c6","st_ariaan_khandelwal","coach-1","2026-07-30","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00230","b_tts_red_c6","st_kianna_jain","coach-1","2026-07-30","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00231","b_tts_red_c6","st_zayn_winston","coach-1","2026-07-30","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00232","b_tts_red_c6","st_parth_mehta","coach-1","2026-07-30","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00233","b_tts_red_c6","st_avish_shah","coach-1","2026-07-30","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00234","b_tts_red_c6","st_anaiza_jhaveri","coach-1","2026-07-30","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00235","b_tts_red_c6","st_shauraya_sekhani","coach-1","2026-07-30","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00236","b_tts_red_c6","st_nihira_desai","coach-1","2026-07-30","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00237","b_tts_red_c6","st_kaira_vajifdar","coach-1","2026-07-30","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00238","b_tts_red_c6","st_sohana_chandanani","coach-1","2026-07-30","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00239","b_tts_fit_c6","st_amara_yalla","coach-1","2026-07-30","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00240","b_tts_fit_c6","st_viana_shah","coach-1","2026-07-30","LATE","06:00","08:00","coach_fitness","full_day",""
"at_00241","b_tts_fit_c6","st_aarohi_singhal","coach-1","2026-07-30","EXCUSED","06:00","08:00","coach_fitness","full_day",""
"at_00242","b_mwf_adv_c2","st_kaisha_mehta","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_jagdish","full_day",""
"at_00243","b_mwf_adv_c2","st_arhaan_dutt","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_jagdish","full_day",""
"at_00244","b_mwf_adv_c2","st_siddharth_dsouza","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_jagdish","full_day",""
"at_00245","b_mwf_adv_c2","st_hrivaan_mehta","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_jagdish","full_day",""
"at_00246","b_mwf_adv_c3","st_aarush_khanna","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_nanu","full_day",""
"at_00247","b_mwf_adv_c3","st_aadvik_khanna","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_nanu","full_day",""
"at_00248","b_mwf_adv_c3","st_thiyaan_manik","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_nanu","full_day",""
"at_00249","b_mwf_adv_c3","st_arjun_moorthy","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_nanu","full_day",""
"at_00250","b_mwf_adv_c4","st_abir_sukhani","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_santosh","full_day",""
"at_00251","b_mwf_adv_c4","st_yuvaan_bajaj","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_santosh","full_day",""
"at_00252","b_mwf_adv_c5","st_kabir_ludhani","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_anil","full_day",""
"at_00253","b_mwf_adv_c5","st_ayaan_salot","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_anil","full_day",""
"at_00254","b_mwf_adv_c5","st_vivaan_mehra","coach-1","2026-07-31","EXCUSED","06:00","08:00","coach_anil","full_day",""
"at_00255","b_mwf_adv_c5","st_dev_karnik","coach-1","2026-07-31","ABSENT","06:00","08:00","coach_anil","full_day",""
"at_00256","b_mwf_advgrn_c6","st_arjun_arya","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_vinod","full_day",""
"at_00257","b_mwf_advgrn_c6","st_aarav_chandra","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_vinod","full_day",""
"at_00258","b_mwf_orange_c5","st_aalya_saini","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00259","b_mwf_orange_c5","st_alina_yalla","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00260","b_mwf_orange_c5","st_aarush_sanghvi","coach-1","2026-07-31","EXCUSED","06:00","08:00","coach_karan","full_day",""
"at_00261","b_mwf_orange_c5","st_meera_vivek","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00262","b_mwf_orange_c5","st_krisha_desai","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00263","b_mwf_orange_c5","st_aarshiv_karla","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00264","b_mwf_orange_c5","st_aroush_mehta","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00265","b_mwf_orange_c5","st_ivanka_chouhan","coach-1","2026-07-31","LATE","06:00","08:00","coach_karan","full_day",""
"at_00266","b_mwf_orange_c5","st_aarav_sanghvi","coach-1","2026-07-31","EXCUSED","06:00","08:00","coach_karan","full_day",""
"at_00267","b_mwf_red_c6","st_shaurya_kothari","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00268","b_mwf_red_c6","st_aarav_heble","coach-1","2026-07-31","EXCUSED","06:00","08:00","coach_sunil","full_day",""
"at_00269","b_mwf_red_c6","st_aveer_vasant","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00270","b_mwf_red_c6","st_alyssa_modawalla","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00271","b_mwf_red_c6","st_aveera_rathod","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00272","b_mwf_red_c6","st_alyza_jhaveri","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00273","b_mwf_red_c6","st_aryaveer_rathod","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00274","b_mwf_red_c6","st_ananya_dodhia","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00275","b_mwf_red_c6","st_divyansh_bhatija","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00276","b_mwf_red_c6","st_arya_mehta","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00277","b_mwf_red_c6","st_agastya_kalra","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00278","b_mwf_red_c6","st_kiara_shah","coach-1","2026-07-31","LATE","06:00","08:00","coach_sunil","full_day",""
"at_00279","b_mwf_green_c3","st_zain_guzman","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_karim","full_day",""
"at_00280","b_mwf_green_c3","st_avyaan_barot","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_karim","full_day",""
"at_00281","b_mwf_fit_a","st_hrivaan_mehta","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00282","b_mwf_fit_a","st_arjun_arya","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00283","b_mwf_fit_a","st_dev_karnik","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00284","b_mwf_fit_a","st_zahaan_sachdeva","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00285","b_mwf_fit_a","st_riddhima_shah","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00286","b_mwf_fit_a","st_ayaan_salot","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00287","b_mwf_fit_b","st_siddhanth_dsouza","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00288","b_mwf_fit_b","st_aarush_khanna","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00289","b_mwf_fit_b","st_aadvik_khanna","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00290","b_mwf_fit_b","st_kaisha_mehta","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00291","b_mwf_fit_b","st_arhaan_dutt","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00292","b_mwf_fit_b","st_kimaya_katyal","coach-1","2026-07-31","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00293","b_tts_int_c3","st_aarohi_singhal","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_jagdish","full_day",""
"at_00294","b_tts_int_c4","st_amaira_chauhan","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_nanu","full_day",""
"at_00295","b_tts_int_c4","st_arjun_choudhary","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_nanu","full_day",""
"at_00296","b_tts_int_c5","st_hrivaan_mehta","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_anil","full_day",""
"at_00297","b_tts_int_c5","st_siddharth_dsouza","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_anil","full_day",""
"at_00298","b_tts_int_c5","st_vivaan_mehra","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_anil","full_day",""
"at_00299","b_tts_int_c5","st_kimaya_katyal","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_anil","full_day",""
"at_00300","b_tts_green_c5","st_inez_mehra","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00301","b_tts_green_c5","st_vrahad_arora","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00302","b_tts_green_c5","st_aksania_atal","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00303","b_tts_green_c5","st_arjun_shah","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00304","b_tts_green_c5","st_shivya_poddar","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00305","b_tts_green_c5","st_ayaan_sheth","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00306","b_tts_green_c5","st_arhaan_sanghvi","coach-1","2026-08-01","LATE","06:00","08:00","coach_karan","full_day",""
"at_00307","b_tts_green_c5","st_ananya_rajani","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00308","b_tts_green_c5","st_vivaan_oza","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00309","b_tts_green_c5","st_vihaan_vasant","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00310","b_tts_green_c6","st_amara_yalla","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_karim","full_day",""
"at_00311","b_tts_green_c6","st_ahaan_kewalramani","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_karim","full_day",""
"at_00312","b_tts_green_c6","st_viana_shah","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_karim","full_day",""
"at_00313","b_tts_red_c6","st_ivana_ganeriwal","coach-1","2026-08-01","LATE","06:00","08:00","coach_sunil","full_day",""
"at_00314","b_tts_red_c6","st_kavir_chopra","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00315","b_tts_red_c6","st_ariaan_khandelwal","coach-1","2026-08-01","ABSENT","06:00","08:00","coach_sunil","full_day",""
"at_00316","b_tts_red_c6","st_kianna_jain","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00317","b_tts_red_c6","st_zayn_winston","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00318","b_tts_red_c6","st_parth_mehta","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00319","b_tts_red_c6","st_avish_shah","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00320","b_tts_red_c6","st_anaiza_jhaveri","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00321","b_tts_red_c6","st_shauraya_sekhani","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00322","b_tts_red_c6","st_nihira_desai","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00323","b_tts_red_c6","st_kaira_vajifdar","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00324","b_tts_red_c6","st_sohana_chandanani","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00325","b_tts_fit_c6","st_amara_yalla","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00326","b_tts_fit_c6","st_viana_shah","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00327","b_tts_fit_c6","st_aarohi_singhal","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00328","b_wk_u8_230","st_prashi_iyer","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00329","b_wk_u8_230","st_tanuj_gupte","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00330","b_wk_u8_230","st_shivaay_ruia","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00331","b_wk_u8_230","st_vansh_katari","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00332","b_wk_u8_230","st_prabhit_kanakia","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00333","b_wk_8p_230","st_ziana_vora","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00334","b_wk_8p_230","st_naavya_desai","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00335","b_wk_u8_330","st_sasha_saini","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00336","b_wk_u8_330","st_shivan_chauhan","coach-1","2026-08-01","ABSENT","06:00","08:00","coach_sunil","full_day",""
"at_00337","b_wk_u8_330","st_advait_parekh","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00338","b_wk_u8_330","st_rada_saran_koshcheeva","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00339","b_wk_u8_330","st_maahi_pabari","coach-1","2026-08-01","LATE","06:00","08:00","coach_sunil","full_day",""
"at_00340","b_wk_u8_330","st_dhven_mukhi","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00341","b_wk_8p_330","st_kyra_golcha","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00342","b_wk_8p_330","st_aditya_kapadia","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00343","b_wk_8p_330","st_ananya_kapadia","coach-1","2026-08-01","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00344","b_wk_8p_330","st_rehaan_merchant","coach-1","2026-08-01","ABSENT","06:00","08:00","coach_karan","full_day",""
"at_00345","b_wk_u8_230","st_prashi_iyer","coach-1","2026-08-02","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00346","b_wk_u8_230","st_tanuj_gupte","coach-1","2026-08-02","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00347","b_wk_u8_230","st_shivaay_ruia","coach-1","2026-08-02","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00348","b_wk_u8_230","st_vansh_katari","coach-1","2026-08-02","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00349","b_wk_u8_230","st_prabhit_kanakia","coach-1","2026-08-02","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00350","b_wk_8p_230","st_ziana_vora","coach-1","2026-08-02","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00351","b_wk_8p_230","st_naavya_desai","coach-1","2026-08-02","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00352","b_wk_u8_330","st_sasha_saini","coach-1","2026-08-02","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00353","b_wk_u8_330","st_shivan_chauhan","coach-1","2026-08-02","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00354","b_wk_u8_330","st_advait_parekh","coach-1","2026-08-02","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00355","b_wk_u8_330","st_rada_saran_koshcheeva","coach-1","2026-08-02","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00356","b_wk_u8_330","st_maahi_pabari","coach-1","2026-08-02","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00357","b_wk_u8_330","st_dhven_mukhi","coach-1","2026-08-02","EXCUSED","06:00","08:00","coach_sunil","full_day",""
"at_00358","b_wk_8p_330","st_kyra_golcha","coach-1","2026-08-02","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00359","b_wk_8p_330","st_aditya_kapadia","coach-1","2026-08-02","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00360","b_wk_8p_330","st_ananya_kapadia","coach-1","2026-08-02","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00361","b_wk_8p_330","st_rehaan_merchant","coach-1","2026-08-02","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00362","b_mwf_adv_c2","st_kaisha_mehta","coach-1","2026-08-03","PRESENT","06:00","08:00","coach_jagdish","full_day",""
"at_00363","b_mwf_adv_c2","st_arhaan_dutt","coach-1","2026-08-03","ABSENT","06:00","08:00","coach_jagdish","full_day",""
"at_00364","b_mwf_adv_c2","st_siddharth_dsouza","coach-1","2026-08-03","PRESENT","06:00","08:00","coach_jagdish","full_day",""
"at_00365","b_mwf_adv_c2","st_hrivaan_mehta","coach-1","2026-08-03","LATE","06:00","08:00","coach_jagdish","full_day",""
"at_00366","b_mwf_adv_c3","st_aarush_khanna","coach-1","2026-08-03","PRESENT","06:00","08:00","coach_nanu","full_day",""
"at_00367","b_mwf_adv_c3","st_aadvik_khanna","coach-1","2026-08-03","PRESENT","06:00","08:00","coach_nanu","full_day",""
"at_00368","b_mwf_adv_c3","st_thiyaan_manik","coach-1","2026-08-03","PRESENT","06:00","08:00","coach_nanu","full_day",""
"at_00369","b_mwf_adv_c3","st_arjun_moorthy","coach-1","2026-08-03","PRESENT","06:00","08:00","coach_nanu","full_day",""
"at_00370","b_mwf_adv_c4","st_abir_sukhani","coach-1","2026-08-03","EXCUSED","06:00","08:00","coach_santosh","full_day",""
"at_00371","b_mwf_adv_c4","st_yuvaan_bajaj","coach-1","2026-08-03","PRESENT","06:00","08:00","coach_santosh","full_day",""
"at_00372","b_mwf_adv_c5","st_kabir_ludhani","coach-1","2026-08-03","PRESENT","06:00","08:00","coach_anil","full_day",""
"at_00373","b_mwf_adv_c5","st_ayaan_salot","coach-1","2026-08-03","PRESENT","06:00","08:00","coach_anil","full_day",""
"at_00374","b_mwf_adv_c5","st_vivaan_mehra","coach-1","2026-08-03","PRESENT","06:00","08:00","coach_anil","full_day",""
"at_00375","b_mwf_adv_c5","st_dev_karnik","coach-1","2026-08-03","PRESENT","06:00","08:00","coach_anil","full_day",""
"at_00376","b_mwf_advgrn_c6","st_arjun_arya","coach-1","2026-08-03","PRESENT","06:00","08:00","coach_vinod","full_day",""
"at_00377","b_mwf_advgrn_c6","st_aarav_chandra","coach-1","2026-08-03","LATE","06:00","08:00","coach_vinod","full_day",""
"at_00378","b_mwf_orange_c5","st_aalya_saini","coach-1","2026-08-03","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00379","b_mwf_orange_c5","st_alina_yalla","coach-1","2026-08-03","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00380","b_mwf_orange_c5","st_aarush_sanghvi","coach-1","2026-08-03","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00381","b_mwf_orange_c5","st_meera_vivek","coach-1","2026-08-03","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00382","b_mwf_orange_c5","st_krisha_desai","coach-1","2026-08-03","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00383","b_mwf_orange_c5","st_aarshiv_karla","coach-1","2026-08-03","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00384","b_mwf_orange_c5","st_aroush_mehta","coach-1","2026-08-03","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00385","b_mwf_orange_c5","st_ivanka_chouhan","coach-1","2026-08-03","LATE","06:00","08:00","coach_karan","full_day",""
"at_00386","b_mwf_orange_c5","st_aarav_sanghvi","coach-1","2026-08-03","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00387","b_mwf_red_c6","st_shaurya_kothari","coach-1","2026-08-03","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00388","b_mwf_red_c6","st_aarav_heble","coach-1","2026-08-03","ABSENT","06:00","08:00","coach_sunil","full_day",""
"at_00389","b_mwf_red_c6","st_aveer_vasant","coach-1","2026-08-03","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00390","b_mwf_red_c6","st_alyssa_modawalla","coach-1","2026-08-03","LATE","06:00","08:00","coach_sunil","full_day",""
"at_00391","b_mwf_red_c6","st_aveera_rathod","coach-1","2026-08-03","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00392","b_mwf_red_c6","st_alyza_jhaveri","coach-1","2026-08-03","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00393","b_mwf_red_c6","st_aryaveer_rathod","coach-1","2026-08-03","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00394","b_mwf_red_c6","st_ananya_dodhia","coach-1","2026-08-03","LATE","06:00","08:00","coach_sunil","full_day",""
"at_00395","b_mwf_red_c6","st_divyansh_bhatija","coach-1","2026-08-03","LATE","06:00","08:00","coach_sunil","full_day",""
"at_00396","b_mwf_red_c6","st_arya_mehta","coach-1","2026-08-03","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00397","b_mwf_red_c6","st_agastya_kalra","coach-1","2026-08-03","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00398","b_mwf_red_c6","st_kiara_shah","coach-1","2026-08-03","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00399","b_mwf_green_c3","st_zain_guzman","coach-1","2026-08-03","ABSENT","06:00","08:00","coach_karim","full_day",""
"at_00400","b_mwf_green_c3","st_avyaan_barot","coach-1","2026-08-03","PRESENT","06:00","08:00","coach_karim","full_day",""
"at_00401","b_mwf_fit_a","st_hrivaan_mehta","coach-1","2026-08-03","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00402","b_mwf_fit_a","st_arjun_arya","coach-1","2026-08-03","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00403","b_mwf_fit_a","st_dev_karnik","coach-1","2026-08-03","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00404","b_mwf_fit_a","st_zahaan_sachdeva","coach-1","2026-08-03","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00405","b_mwf_fit_a","st_riddhima_shah","coach-1","2026-08-03","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00406","b_mwf_fit_a","st_ayaan_salot","coach-1","2026-08-03","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00407","b_mwf_fit_b","st_siddhanth_dsouza","coach-1","2026-08-03","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00408","b_mwf_fit_b","st_aarush_khanna","coach-1","2026-08-03","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00409","b_mwf_fit_b","st_aadvik_khanna","coach-1","2026-08-03","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00410","b_mwf_fit_b","st_kaisha_mehta","coach-1","2026-08-03","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00411","b_mwf_fit_b","st_arhaan_dutt","coach-1","2026-08-03","ABSENT","06:00","08:00","coach_fitness","full_day",""
"at_00412","b_mwf_fit_b","st_kimaya_katyal","coach-1","2026-08-03","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00413","b_tts_int_c3","st_aarohi_singhal","coach-1","2026-08-04","PRESENT","06:00","08:00","coach_jagdish","full_day",""
"at_00414","b_tts_int_c4","st_amaira_chauhan","coach-1","2026-08-04","PRESENT","06:00","08:00","coach_nanu","full_day",""
"at_00415","b_tts_int_c4","st_arjun_choudhary","coach-1","2026-08-04","PRESENT","06:00","08:00","coach_nanu","full_day",""
"at_00416","b_tts_int_c5","st_hrivaan_mehta","coach-1","2026-08-04","PRESENT","06:00","08:00","coach_anil","full_day",""
"at_00417","b_tts_int_c5","st_siddharth_dsouza","coach-1","2026-08-04","PRESENT","06:00","08:00","coach_anil","full_day",""
"at_00418","b_tts_int_c5","st_vivaan_mehra","coach-1","2026-08-04","PRESENT","06:00","08:00","coach_anil","full_day",""
"at_00419","b_tts_int_c5","st_kimaya_katyal","coach-1","2026-08-04","PRESENT","06:00","08:00","coach_anil","full_day",""
"at_00420","b_tts_green_c5","st_inez_mehra","coach-1","2026-08-04","ABSENT","06:00","08:00","coach_karan","full_day",""
"at_00421","b_tts_green_c5","st_vrahad_arora","coach-1","2026-08-04","PRESENT","06:00","08:00","coach_karan","full_day",""
